annee,arrondissement,code_postal,nature_programme,mode_realisation,nb_logements,coord_x,coord_y
2011,15,75015,,construction neuve,,2.282421440625858,48.84177737960831
2011,17,75017,,construction neuve,,2.313846068558239,48.893179039652516
2011,20,75020,,acquisition réhabilitation,,2.3871852705214955,48.86814032021071
2012,20,75020,,acquisition réhabilitation,,2.4040748550770146,48.84814299975003
2012,20,75020,,construction neuve,,2.388371134306435,48.869321819894346
2012,8,75008,,acquisition conventionnement,,2.303729618669533,48.86681817000496
2012,20,75020,,construction neuve,,2.4060250844090185,48.85349927031831
2012,11,75011,,construction neuve,,2.367957788535332,48.86732689971682
2012,11,75011,,acquisition conventionnement,,2.3960153304931833,48.85099583972682
2012,19,75019,,acquisition conventionnement,,2.3733311422401533,48.883009180055105
2013,18,75018,,construction neuve,,2.354463414588097,48.88680255970574
2013,16,75016,,construction neuve,,2.284682908348965,48.866681600405435
2013,17,75017,,construction neuve,,2.310650120587549,48.89123134030432
2014,5,75005,,acquisition réhabilitation,,2.345543519020679,48.84116427997695
2014,8,75008,,construction neuve,,2.3046267190458156,48.87536456974459
2014,9,75009,,construction neuve,,2.3301389055577815,48.87589087969513
2014,14,75014,,acquisition réhabilitation,,2.3188695473035232,48.82552408000075
2014,15,75015,,acquisition réhabilitation,,2.298322195008251,48.8414485304041
2014,16,75016,,acquisition conventionnement,,2.2560165180367435,48.84279569999067
2014,18,75018,,acquisition conventionnement,,2.3433809956695004,48.88895433005886
2014,20,75020,,acquisition réhabilitation,,2.4113576556277807,48.854638080160036
2014,14,75014,,construction neuve,,2.329430747297968,48.8311173097247
2014,12,75012,,construction neuve,,2.4049275860539807,48.83476358999254
2014,19,75019,,construction neuve,,2.397416466391532,48.88024354994394
2014,17,75017,,construction neuve,,2.309820418614518,48.888566899658244
2014,20,75020,,construction neuve,,2.3784238434580454,48.87192263019158
2014,17,75017,,construction neuve,,2.309308455548557,48.89217072958108
2015,10,75010,,acquisition conventionnement,,2.356652157488708,48.871125769556876
2015,17,75017,,acquisition conventionnement,,2.3262519024085173,48.89075839027178
2015,19,75019,,acquisition conventionnement,,2.3883222820585983,48.87885952009572
2015,16,75016,,acquisition réhabilitation,,2.25602883758524,48.8405209199046
2015,15,75015,,construction neuve,,2.2748945725280625,48.82949136980948
2015,4,75004,,construction neuve,,2.3499023044960485,48.861120150084346
2015,5,75005,,acquisition réhabilitation,,2.3383877211143176,48.84151739007039
2015,12,75012,,construction neuve,,2.3850598184730165,48.84730326043118
2015,15,75015,,acquisition réhabilitation,,2.3004880933891023,48.83687389979295
2015,15,75015,,acquisition conventionnement,,2.3017323674273675,48.83424092005926
2015,17,75017,,construction neuve,,2.309308455548557,48.89217072958108
2015,11,75011,,construction neuve,,2.3756095741354843,48.855234030315145
2015,18,75018,,acquisition réhabilitation,,2.3450558941766997,48.88866155985061
2015,20,75020,,construction neuve,,2.408400827335492,48.87175845005278
2016,15,75015,,acquisition conventionnement,,2.302881397039763,48.828871900255216
2016,20,75020,,construction neuve,,2.399543621383374,48.855399679939524
2016,13,75013,,construction neuve,,2.360970591541123,48.82581566967765
2016,12,75012,,acquisition conventionnement,,2.398513571196507,48.836015070119785
2016,17,75017,,acquisition réhabilitation,,2.2911772764071063,48.88518206029471
2016,20,75020,,acquisition conventionnement,,2.4115672415029636,48.84814275996801
2016,12,75012,,acquisition conventionnement,,2.4057960016425763,48.83528598041282
2016,11,75011,,acquisition conventionnement,,2.3840052526004145,48.85094148037297
2016,18,75018,,acquisition réhabilitation,,2.347110178279688,48.88763960965657
2017,16,75016,,construction neuve,,2.2841970133952065,48.86816838979356
2017,20,75020,,acquisition réhabilitation,,2.3893859013832746,48.871750270372296
2017,15,75015,,acquisition réhabilitation,,2.283153389399411,48.83490899025531
2017,19,75019,,construction neuve,,2.3924742125689527,48.87879002043535
2017,17,75017,,construction neuve,,2.3149743743248266,48.894641939882696
2017,18,75018,,construction neuve,,2.359600172574629,48.89246749957479
2017,15,75015,,construction neuve,,2.309275067371449,48.83398779991448
2017,5,75005,,acquisition conventionnement,,2.3463002492232587,48.85279934019035
2017,11,75011,,acquisition conventionnement,,2.3920659800039537,48.84983970956953
2018,11,75011,,acquisition réhabilitation,,2.3734766165305996,48.86816570982385
2018,17,75017,,acquisition réhabilitation,,2.3188172504902886,48.886298219733995
2018,18,75018,,acquisition réhabilitation,,2.336672311157139,48.8838504996261
2018,11,75011,,construction neuve,,2.376716885502662,48.862566629898794
2018,17,75017,,construction neuve,,2.3258497245602774,48.890886660252455
2018,14,75014,,construction neuve,,2.3172782603802506,48.834405069607065
2018,18,75018,,construction neuve,,2.3423351760490236,48.89758732042721
2018,11,75011,,acquisition réhabilitation,,2.388054233554326,48.856618109837044
2018,1,75001,,acquisition réhabilitation,,2.3408995925447815,48.86262182978888
2018,13,75013,,acquisition conventionnement,,2.3655389175196957,48.81932571022473
2019,17,75017,,acquisition réhabilitation,,2.3173209065900067,48.892949880301586
2019,17,75017,,acquisition réhabilitation,,2.318825770462946,48.894808260430764
2019,3,75003,,acquisition réhabilitation,,2.3628309023863845,48.865177170041974
2019,14,75014,,construction neuve,,2.340042519291686,48.82610333973551
2019,13,75013,,acquisition conventionnement,,2.375099503158146,48.824562999694464
2019,10,75010,,acquisition conventionnement,,2.366083319406179,48.870959750205316
2019,20,75020,,acquisition conventionnement,,2.389566679608986,48.86608711994606
2020,13,75013,,acquisition conventionnement,,2.3442624146233197,48.83390947994567
2020,13,75013,,acquisition conventionnement,,2.343775859066547,48.83378796955802
2020,14,75014,,acquisition réhabilitation,,2.3188007635046475,48.83226776960478
2020,13,75013,,construction neuve,,2.3613659465710843,48.82278130997463
2020,14,75014,,construction neuve,,2.3100731565683037,48.82979636959165
2021,13,75013,,acquisition réhabilitation,,2.375223074343555,48.82441720014367
2021,13,75013,,construction neuve,,2.354014625597519,48.83058015998452
2021,4,75004,,acquisition réhabilitation,,2.360272380537274,48.855924089586296
2021,18,75018,,acquisition réhabilitation,,2.350108974349685,48.89242621042465
2021,20,75020,,acquisition réhabilitation,,2.400424147973731,48.86819691021474
2021,13,75013,,acquisition réhabilitation,,2.3542178895629844,48.83147509005849
2021,9,75009,,acquisition réhabilitation,,2.3399986376028035,48.87967069967389
2021,20,code_75020,,acquisition conventionnement,,2.398022413617756,48.87264174016035
2021,13,75013,,acquisition conventionnement,,2.3507393183321956,48.82223715957171
2021,18,75018,,acquisition conventionnement,,2.3651244642147846,48.89528879007049
2021,20,75020,,acquisition conventionnement,,2.4130232431738183,48.85008733985353
2022,13,75013,,acquisition réhabilitation,,2.3489582466719203,48.82024398968737
2022,17,75017,,acquisition réhabilitation,,2.3181799146567026,48.89317034968052
2022,19,75019,,construction neuve,,2.384231806430679,48.89840791018704
2022,17,75017,,acquisition réhabilitation,,2.324328616628282,48.889632810275415
2022,14,75014,,acquisition réhabilitation,,2.3066495310864075,48.82776315995006
2023,19,75019,,construction neuve,,2.372097589332697,48.89414415001602
2023,15,75015,,construction neuve,,2.309425197528645,48.84450250987606
2023,14,75014,,acquisition réhabilitation,,2.3135034112395285,48.832097589787466
2023,10,75010,,construction neuve,,2.3619010559864253,48.87792955042411
2023,18,75018,,construction neuve,,2.346601332590564,48.88611406015946
2023,17,75017,,acquisition réhabilitation,,2.326492861351131,48.89291261000736
2023,18,75018,,acquisition réhabilitation,,2.3456490932560814,48.894666100113085
2023,4,75004,,acquisition réhabilitation,,2.350387587589516,48.856841900114965
2023,14,75014,,acquisition conventionnement,,2.3221437363812143,48.82780702044638
2024,13,75013,,acquisition réhabilitation,,2.3736864726323152,48.823907319774825
2024,7,75007,,construction neuve,,2.309408754220773,48.86075880023908
2024,20,75020,,acquisition réhabilitation,,2.4019521456004944,48.85035739015909
2001,20,75020,,construction neuve,,2.4040615123840676,48.8552639597924
2001,18,75018,,acquisition conventionnement,,2.3329074086344836,48.897518229885534
2001,12,75012,,construction neuve,,2.381381677402077,48.89919232024828
2002,13,75013,,acquisition conventionnement,,2.3599184961405966,48.82594253993229
2002,11,75011,,acquisition réhabilitation,,2.3704372302561167,48.86203709972214
2003,13,75013,,acquisition réhabilitation,,2.3481670106129187,48.82475918984109
2003,20,75020,,acquisition réhabilitation,,2.3986548385233264,48.85715667999418
2003,16,75016,,acquisition réhabilitation,,2.2628535611635234,48.83815158984207
2003,20,75020,,acquisition réhabilitation,,2.3811155775264337,48.872082660390014
2003,17,75017,,acquisition réhabilitation,,2.30917609519214,48.88455255027548
2003,17,75017,,acquisition réhabilitation,,2.3217565472566477,48.88306374975312
2004,20,75020,,acquisition réhabilitation,,2.401561521484314,48.855244909622385
2004,19,75019,,construction neuve,,2.381482274603997,48.88486775032991
2004,14,75014,,acquisition conventionnement,,2.323639074546927,48.8351282197792
2004,15,75015,,acquisition réhabilitation,,2.293970536556751,48.85008909972469
2004,10,75010,,acquisition conventionnement,,2.349579421285365,48.87725293999792
2004,11,75011,,acquisition réhabilitation,,2.3746398022220103,48.86963673991759
2005,18,75018,,construction neuve,,2.3499233763703486,48.88565153959553
2005,15,75015,,acquisition conventionnement,,2.277192720546428,48.84368018967156
2005,11,75011,,construction neuve,,2.381764597359266,48.86059125022426
2005,18,75018,,acquisition réhabilitation,,2.3511322333106617,48.8929027298032
2005,18,75018,,acquisition réhabilitation,,2.362627681339156,48.890164200155965
2005,12,75012,,construction neuve,,2.3738827803371287,48.84099134980729
2005,8,75008,,construction neuve,,2.3023374713582054,48.87726038027455
2005,18,75018,,construction neuve,,2.351043829122018,48.89059959001314
2005,3,75003,,construction neuve,,2.3611900742769643,48.861872309615784
2005,3,75003,,acquisition réhabilitation,,2.3564346151384155,48.86458456972368
2006,19,75019,,acquisition conventionnement,,2.3935229135453433,48.877650540296194
2006,19,75019,,acquisition conventionnement,,2.394483942381464,48.87593232031757
2006,11,75011,,construction neuve,,2.3728518554494475,48.85388179971245
2006,18,75018,,construction neuve,,2.354567851558615,48.88714788032468
2006,18,75018,,construction neuve,,2.3529449054352796,48.88708843032611
2006,20,75020,,acquisition réhabilitation,,2.407621277519122,48.84997936004907
2007,18,75018,,construction neuve,,2.339676015542353,48.89553244003375
2007,20,75020,,acquisition réhabilitation,,2.403154284226477,48.85470692999087
2007,9,75009,,acquisition réhabilitation,,2.3349804805150853,48.87982657967072
2007,11,75011,,acquisition conventionnement,,2.3721305629993172,48.861281289637084
2007,9,75009,,construction neuve,,2.343939721096961,48.8735962899275
2007,17,75017,,construction neuve,,2.317919863423909,48.89722231977175
2007,20,75020,,construction neuve,,2.4039232154394576,48.85529735982271
2007,11,75011,,acquisition réhabilitation,,2.395349345449723,48.850717070151646
2007,18,75018,,construction neuve,,2.3471047685999955,48.895589869848855
2007,14,75014,,construction neuve,,2.3291048866355895,48.822628269891844
2007,15,75015,,construction neuve,,2.3035208015098325,48.83002944997011
2007,19,75019,,construction neuve,,2.372278410024199,48.88084238043837
2008,20,75020,,construction neuve,,2.3993277163870403,48.85534159025546
2008,10,75010,,acquisition réhabilitation,,2.353938826493351,48.874723439662695
2008,15,75015,,construction neuve,,2.2885516914843653,48.83879136975791
2008,9,75009,,construction neuve,,2.333328698624618,48.87781455958932
2008,15,75015,,construction neuve,,2.3061916121922588,48.84118962956716
2008,17,75017,,acquisition réhabilitation,,2.2898935513504246,48.883732179848074
2008,11,75011,,acquisition réhabilitation,,2.3802435883135105,48.85675416961031
2008,12,75012,,construction neuve,,2.3896940864958056,48.83350834008081
2008,13,75013,,construction neuve,,2.3529014365278473,48.82080282036602
2008,1,75001,,acquisition conventionnement,,2.3483661252152266,48.86093566963618
2008,3,75003,,acquisition conventionnement,,2.3515031929909025,48.86289748958485
2008,19,75019,,acquisition réhabilitation,,2.39757614354102,48.881222689603185
2008,18,75018,,acquisition conventionnement,,2.348067841429233,48.88376289966768
2008,20,75020,,acquisition réhabilitation,,2.3953890012935264,48.875075549885345
2008,15,75015,,acquisition conventionnement,,2.31188086809042,48.845204680133115
2008,20,75020,,acquisition réhabilitation,,2.378594415461754,48.87162958030137
2009,20,75020,,acquisition réhabilitation,,2.4034091800480413,48.854852380107125
2009,17,75017,,construction neuve,,2.3125910560154628,48.886187330410834
2009,17,75017,,acquisition réhabilitation,,2.303865536444054,48.883857269993236
2009,17,75017,,acquisition réhabilitation,,2.29553473153757,48.88751421041163
2009,19,75019,,acquisition conventionnement,,2.395861928184899,48.8802602400472
2009,15,75015,,acquisition réhabilitation,,2.296674631672555,48.84091162961117
2009,18,75018,,acquisition réhabilitation,,2.3428905686825687,48.889044969905626
2009,12,75012,,construction neuve,,2.3850344135008146,48.841902809589314
2009,17,75017,,acquisition réhabilitation,,2.3213935773889927,48.89022851032037
2009,13,75013,,construction neuve,,2.351623877606121,48.825046629918695
2009,15,75015,,acquisition réhabilitation,,2.3089797724083088,48.83626654986797
2009,14,75014,,acquisition réhabilitation,,2.3182035243917847,48.8315880298509
2009,13,75013,,acquisition réhabilitation,,2.344926810336182,48.83521888028661
2009,11,75011,,acquisition réhabilitation,,2.3845122196582755,48.851634810076256
2009,15,75015,,construction neuve,,2.3091034001534547,48.833368870255725
2009,18,75018,,acquisition réhabilitation,,2.360388256681876,48.88984628955472
2009,11,75011,,construction neuve,,2.392157950244469,48.851272179759384
2009,20,75020,,acquisition réhabilitation,,2.380442656194523,48.87143698032795
2009,19,75019,,acquisition réhabilitation,,2.380937918001425,48.887951890029385
2009,20,75020,,acquisition réhabilitation,,2.384835790421592,48.86628946994621
2009,6,75006,,acquisition réhabilitation,,2.3386634570128795,48.85539411974833
2009,5,75005,,construction neuve,,2.345543519020679,48.84116427997695
2010,20,75020,,acquisition conventionnement,,2.3796419953458314,48.87027722033939
2010,4,75004,,construction neuve,,2.3510531204719367,48.85873637009389
2010,8,75008,,construction neuve,,2.309421826323602,48.873268050127564
2010,16,75016,,acquisition réhabilitation,,2.2781988975373912,48.85794455959025
2010,1,75001,,acquisition réhabilitation,,2.342759395139929,48.86134128985992
2010,11,75011,,construction neuve,,2.388408818407712,48.8552348298371
2010,14,75014,,construction neuve,,2.3099319972686687,48.82824882020437
2010,12,75012,,construction neuve,,2.40722777329319,48.84555724032707
2010,10,75010,,acquisition réhabilitation,,2.370812972094122,48.8735313695836
2010,19,75019,,construction neuve,,2.3714593516100795,48.898455209556445
2010,10,75010,,construction neuve,,2.3714251143342597,48.87665818968981
2010,10,75010,,acquisition conventionnement,,2.3708325223818023,48.872952399828485
2010,13,75013,,acquisition réhabilitation,,2.3489582466719203,48.82024398968737
2010,18,75018,,acquisition réhabilitation,,2.35153228152848,48.88408835004088
2010,19,75019,,acquisition réhabilitation,,2.3989851583315973,48.87559631012683
2010,10,75010,,acquisition réhabilitation,,2.373732222571833,48.874322870134336
2011,16,75016,,acquisition réhabilitation,,2.2559247720704954,48.84115100961795
2011,14,75014,,construction neuve,,2.3076902769577043,48.82889587998257
2011,11,75011,,construction neuve,,2.379396516449888,48.853010860134994
2011,15,75015,,construction neuve,,2.3160607985535617,48.84245664034568
2011,13,75013,,acquisition réhabilitation,,2.3757604084221677,48.822628809744984
2011,16,75016,,acquisition réhabilitation,,2.2760020461200963,48.849938810391436
2011,4,75004,,acquisition conventionnement,,2.3636789654752266,48.85359290959574
2011,12,75012,,construction neuve,,2.3923715495345883,48.83510807967749
2011,19,75019,,acquisition réhabilitation,,2.3758769283491077,48.89079725018829
2011,19,75019,,acquisition conventionnement,,2.37932621112228,48.87289104002614
2012,20,75020,,construction neuve,,2.394222714491819,48.86861523965079
2012,10,75010,,acquisition conventionnement,,2.3596409745034643,48.88093513031615
2012,9,75009,,construction neuve,,2.3478821456629144,48.87656675967506
2012,14,75014,,construction neuve,,2.310214321428182,48.83069449984736
2012,20,75020,,acquisition réhabilitation,,2.403392926255225,48.85972969981649
2012,16,75016,,construction neuve,,2.278163227173374,48.86676438013334
2012,20,75020,,construction neuve,,2.402243973458762,48.872495209856446
2012,12,75012,,acquisition réhabilitation,,2.3928074371026713,48.83908462971083
2012,13,75013,,acquisition conventionnement,,2.3536361660132576,48.83637234041232
2013,20,75020,,construction neuve,,2.400040165406352,48.864021150390016
2013,11,75011,,construction neuve,,2.379943332388521,48.85126023966678
2013,11,75011,,construction neuve,,2.3749578201880723,48.85807707991244
2013,11,75011,,acquisition réhabilitation,,2.379077217064983,48.868088640306155
2013,12,75012,,acquisition réhabilitation,,2.4007134116192366,48.83997087037433
2013,17,75017,,acquisition réhabilitation,,2.2969643559825066,48.887634009646455
2013,20,75020,,construction neuve,,2.4118810444368517,48.875025989904465
2013,17,75017,,construction neuve,,2.3177118405323505,48.894319020102664
2013,19,75019,,acquisition conventionnement,,2.3685127064314613,48.885998650060834
2014,1,75001,,construction neuve,,2.336023597507687,48.86424428017184
2014,20,75020,,acquisition réhabilitation,,2.4011810093459744,48.85662638022165
2014,20,75020,,construction neuve,,2.408168733409571,48.85039468989584
2014,5,75005,,acquisition conventionnement,,2.348066956456038,48.84971227030341
2014,19,75019,,construction neuve,,2.3714783025328896,48.898457989872234
2014,10,75010,,acquisition réhabilitation,,2.362931802040043,48.8692448300967
2015,13,75013,,construction neuve,,2.3519337423931104,48.82179751980172
2015,13,75013,,acquisition réhabilitation,,2.344492379200941,48.833089240160575
2015,10,75010,,construction neuve,,2.3755700226183922,48.87163755036085
2015,14,75014,,acquisition conventionnement,,2.3258885786488226,48.82563797993826
2015,14,75014,,acquisition conventionnement,,2.3267045966546003,48.82468492016299
2015,10,75010,,acquisition réhabilitation,,2.3593348595867143,48.88335651977797
2015,11,75011,,acquisition conventionnement,,2.3802283835464944,48.85248891980675
2015,14,75014,,acquisition réhabilitation,,2.312589838524538,48.83018043030905
2015,19,75019,,construction neuve,,2.381035559614376,48.892528530102645
2016,20,75020,,acquisition conventionnement,,2.406179952981697,48.84905234986406
2016,20,75020,,construction neuve,,2.406645651609045,48.853062719587825
2016,17,75017,,construction neuve,,2.3219855403593823,48.88940340990573
2016,19,75019,,construction neuve,,2.382075550040739,48.891770029998284
2016,9,75009,,acquisition réhabilitation,,2.3332769813832184,48.88257870985528
2016,10,75010,,acquisition réhabilitation,,2.3624669715648112,48.87194356972331
2016,12,75012,,construction neuve,,2.400598882006707,48.8363775102808
2016,3,75003,,acquisition réhabilitation,,2.3641770665111275,48.85958442037579
2017,20,75020,,construction neuve,,2.394003356342169,48.86660184955561
2017,18,75018,,construction neuve,,2.335481015335345,48.893651850113585
2017,13,75013,,construction neuve,,2.369515132339581,48.82752663959383
2017,19,75019,,construction neuve,,2.3877086505705862,48.899310590435256
2017,11,75011,,construction neuve,,2.368884983659781,48.86318776020001
2017,18,75018,,acquisition réhabilitation,,2.3493826864745064,48.88994198967502
2017,15,75015,,construction neuve,,2.299991472181645,48.8258569697393
2017,15,75015,,acquisition réhabilitation,,2.2869657415860667,48.84346856019436
2017,17,75017,,acquisition conventionnement,,2.2863763395321626,48.88148051987553
2017,15,75015,,acquisition conventionnement,,2.311209522608098,48.83823091027692
2018,19,75019,,acquisition conventionnement,,2.3966517114247408,48.8796030899047
2018,18,75018,,acquisition réhabilitation,,2.3470830685305426,48.89538090966586
2018,11,75011,,acquisition conventionnement,,2.3928885262646866,48.857114809956876
2018,18,75018,,construction neuve,,2.351531971541117,48.88920201028823
2018,13,75013,,construction neuve,,2.3824671245972295,48.82591698985675
2018,11,75011,,construction neuve,,2.3773352983885663,48.858622130046705
2018,19,75019,,construction neuve,,2.3738202426190864,48.891296179668636
2018,15,75015,,acquisition réhabilitation,,2.3013811502300676,48.84114313986231
2018,18,75018,,construction neuve,,2.3608450215773034,48.88709311041619
2018,19,75019,,construction neuve,,2.3971145691957263,48.884147730363836
2018,6,75006,,construction neuve,,2.3224088426626097,48.84581784007072
2018,13,75013,,acquisition conventionnement,,2.3550812195801725,48.822051129731285
2019,13,75013,,acquisition réhabilitation,,2.3489582466719203,48.82024398968737
2019,19,75019,,construction neuve,,2.3821005182703328,48.875971729827995
2019,20,75020,,acquisition réhabilitation,,2.3927290650687802,48.86753023028173
2019,14,75014,,construction neuve,,2.3301240914120247,48.82241017013727
2019,20,75020,,acquisition réhabilitation,,2.389500790360899,48.86848737986497
2019,13,75013,,acquisition conventionnement,,2.3508995929861145,48.82064507013897
2019,12,75012,,acquisition conventionnement,,2.40247300337046,48.843797349838404
2019,15,75015,,acquisition conventionnement,,2.2929787775233796,48.840160809923404
2019,17,75017,,acquisition conventionnement,,2.3188190882314603,48.88675298989444
2020,18,75018,,acquisition réhabilitation,,2.3491314394102303,48.89301705007382
2020,13,75013,,acquisition conventionnement,,2.3736864726323152,48.823907319774825
2020,18,75018,,acquisition réhabilitation,,2.353504737431146,48.88874091994479
2020,17,75017,,construction neuve,,2.316819662404609,48.89511709961847
2020,17,75017,,construction neuve,,2.3157238753262326,48.88324995981678
2020,13,75013,,construction neuve,,2.352315292437236,48.828443640177
2020,12,75012,,construction neuve,,2.387616692304902,48.83933631988762
2020,16,75016,,acquisition réhabilitation,,2.2682876775482805,48.847611219861015
2021,15,75015,,construction neuve,,2.287963855593757,48.836007679991475
2021,17,75017,,construction neuve,,2.321717832089586,48.890354719879
2021,18,75018,,acquisition réhabilitation,,2.343051811065025,48.88965766030342
2021,11,75011,,acquisition conventionnement,,2.3705836241744973,48.8573312102104
2021,11,75011,,acquisition conventionnement,,2.390489810565775,48.8575013703706
2022,18,75018,,acquisition réhabilitation,,2.350402393412319,48.89285502988912
